model,threshold,precision,recall,f1
Baseline,0.809,0.4425,0.264,0.3307
Baseline,0.809,0.4433,0.264,0.3309
Baseline,0.809,0.4423,0.263,0.3299
Baseline,0.809,0.4413,0.262,0.3288
Baseline,0.809,0.4421,0.262,0.329
Baseline,0.809,0.4411,0.2609,0.3279
Baseline,0.809,0.4419,0.2609,0.3281
Baseline,0.809,0.4427,0.2609,0.3283
Baseline,0.809,0.4417,0.2599,0.3272
Baseline,0.809,0.4425,0.2599,0.3274
Baseline,0.809,0.4415,0.2588,0.3263
Baseline,0.81,0.4423,0.2588,0.3266
Baseline,0.81,0.4413,0.2578,0.3255
Baseline,0.81,0.4403,0.2568,0.3244
Baseline,0.81,0.4411,0.2568,0.3246
Baseline,0.81,0.4419,0.2568,0.3248
Baseline,0.81,0.4409,0.2557,0.3237
Baseline,0.81,0.4399,0.2547,0.3226
Baseline,0.81,0.4388,0.2536,0.3215
Baseline,0.81,0.4396,0.2536,0.3217
Baseline,0.81,0.4386,0.2526,0.3206
Baseline,0.81,0.4394,0.2526,0.3208
Baseline,0.81,0.4384,0.2516,0.3197
Baseline,0.81,0.4374,0.2505,0.3186
Baseline,0.811,0.4382,0.2505,0.3188
Baseline,0.811,0.439,0.2505,0.319
Baseline,0.811,0.4398,0.2505,0.3192
Baseline,0.811,0.4388,0.2495,0.3181
Baseline,0.811,0.4396,0.2495,0.3183
Baseline,0.811,0.4404,0.2495,0.3185
Baseline,0.811,0.4393,0.2484,0.3174
Baseline,0.811,0.4383,0.2474,0.3163
Baseline,0.811,0.4391,0.2474,0.3165
Baseline,0.811,0.4381,0.2464,0.3154
Baseline,0.811,0.437,0.2453,0.3142
Baseline,0.812,0.4378,0.2453,0.3145
Baseline,0.812,0.4387,0.2453,0.3147
Baseline,0.812,0.4376,0.2443,0.3135
Baseline,0.812,0.4384,0.2443,0.3138
Baseline,0.812,0.4393,0.2443,0.314
Baseline,0.812,0.4382,0.2432,0.3128
Baseline,0.812,0.4371,0.2422,0.3117
Baseline,0.812,0.4361,0.2412,0.3106
Baseline,0.812,0.435,0.2401,0.3094
Baseline,0.812,0.4358,0.2401,0.3097
Baseline,0.812,0.4367,0.2401,0.3099
Baseline,0.813,0.4375,0.2401,0.3101
Baseline,0.813,0.4383,0.2401,0.3103
Baseline,0.813,0.4373,0.2391,0.3091
Baseline,0.813,0.4381,0.2391,0.3093
Baseline,0.813,0.4389,0.2391,0.3096
Baseline,0.813,0.4398,0.2391,0.3098
Baseline,0.813,0.4406,0.2391,0.31
Baseline,0.813,0.4415,0.2391,0.3102
Baseline,0.813,0.4423,0.2391,0.3104
Baseline,0.814,0.4432,0.2391,0.3106
Baseline,0.814,0.4421,0.238,0.3095
Baseline,0.814,0.4429,0.238,0.3097
Baseline,0.814,0.4438,0.238,0.3099
Baseline,0.814,0.4427,0.237,0.3087
Baseline,0.814,0.4436,0.237,0.3089
Baseline,0.814,0.4425,0.236,0.3078
Baseline,0.815,0.4434,0.236,0.308
Baseline,0.815,0.4423,0.2349,0.3069
Baseline,0.815,0.4412,0.2339,0.3057
Baseline,0.815,0.4401,0.2328,0.3046
Baseline,0.815,0.439,0.2318,0.3034
Baseline,0.815,0.4379,0.2308,0.3022
Baseline,0.815,0.4387,0.2308,0.3025
Baseline,0.815,0.4376,0.2297,0.3013
Baseline,0.816,0.4385,0.2297,0.3015
Baseline,0.816,0.4394,0.2297,0.3017
Baseline,0.816,0.4402,0.2297,0.3019
Baseline,0.816,0.4411,0.2297,0.3021
Baseline,0.816,0.442,0.2297,0.3023
Baseline,0.816,0.4429,0.2297,0.3025
Baseline,0.816,0.4418,0.2287,0.3014
Baseline,0.817,0.4406,0.2277,0.3002
Baseline,0.817,0.4415,0.2277,0.3004
Baseline,0.817,0.4404,0.2266,0.2992
Baseline,0.817,0.4393,0.2256,0.2981
Baseline,0.817,0.4381,0.2245,0.2969
Baseline,0.817,0.439,0.2245,0.2971
Baseline,0.817,0.4379,0.2235,0.2959
Baseline,0.817,0.4367,0.2225,0.2948
Baseline,0.817,0.4376,0.2225,0.295
Baseline,0.818,0.4365,0.2214,0.2938
Baseline,0.818,0.4353,0.2204,0.2926
Baseline,0.818,0.4362,0.2204,0.2928
Baseline,0.818,0.4351,0.2193,0.2916
Baseline,0.818,0.4339,0.2183,0.2905
Baseline,0.818,0.4327,0.2173,0.2893
Baseline,0.818,0.4315,0.2162,0.2881
Baseline,0.818,0.4304,0.2152,0.2869
Baseline,0.819,0.4292,0.2141,0.2857
Baseline,0.819,0.4301,0.2141,0.2859
Baseline,0.819,0.431,0.2141,0.2861
Baseline,0.819,0.4319,0.2141,0.2863
Baseline,0.819,0.4307,0.2131,0.2851
Baseline,0.82,0.4316,0.2131,0.2853
Baseline,0.82,0.4325,0.2131,0.2855
Baseline,0.82,0.4334,0.2131,0.2857
Baseline,0.82,0.4322,0.2121,0.2845
Baseline,0.82,0.431,0.211,0.2833
Baseline,0.82,0.4319,0.211,0.2835
Baseline,0.82,0.4307,0.21,0.2823
Baseline,0.82,0.4316,0.21,0.2825
Baseline,0.82,0.4304,0.2089,0.2813
Baseline,0.82,0.4292,0.2079,0.2801
Baseline,0.82,0.4301,0.2079,0.2803
Baseline,0.821,0.431,0.2079,0.2805
Baseline,0.821,0.432,0.2079,0.2807
Baseline,0.821,0.4329,0.2079,0.2809
Baseline,0.821,0.4317,0.2069,0.2797
Baseline,0.821,0.4304,0.2058,0.2785
Baseline,0.821,0.4314,0.2058,0.2787
Baseline,0.821,0.4323,0.2058,0.2789
Baseline,0.821,0.4333,0.2058,0.2791
Baseline,0.821,0.432,0.2048,0.2779
Baseline,0.821,0.4308,0.2037,0.2766
Baseline,0.822,0.4295,0.2027,0.2754
Baseline,0.822,0.4305,0.2027,0.2756
Baseline,0.822,0.4292,0.2017,0.2744
Baseline,0.822,0.4279,0.2006,0.2732
Baseline,0.822,0.4267,0.1996,0.272
Baseline,0.822,0.4276,0.1996,0.2721
Baseline,0.822,0.4263,0.1985,0.2709
Baseline,0.822,0.4251,0.1975,0.2697
Baseline,0.822,0.426,0.1975,0.2699
Baseline,0.822,0.4247,0.1965,0.2687
Baseline,0.822,0.4234,0.1954,0.2674
Baseline,0.822,0.4221,0.1944,0.2662
Baseline,0.822,0.4231,0.1944,0.2664
Baseline,0.823,0.4218,0.1933,0.2651
Baseline,0.823,0.4227,0.1933,0.2653
Baseline,0.823,0.4214,0.1923,0.2641
Baseline,0.823,0.4201,0.1913,0.2629
Baseline,0.823,0.4211,0.1913,0.263
Baseline,0.823,0.422,0.1913,0.2632
Baseline,0.823,0.423,0.1913,0.2634
Baseline,0.823,0.4217,0.1902,0.2622
Baseline,0.823,0.4203,0.1892,0.2609
Baseline,0.823,0.4213,0.1892,0.2611
Baseline,0.823,0.4223,0.1892,0.2613
Baseline,0.823,0.4233,0.1892,0.2615
Baseline,0.824,0.4242,0.1892,0.2617
Baseline,0.824,0.4252,0.1892,0.2619
Baseline,0.824,0.4239,0.1881,0.2606
Baseline,0.824,0.4249,0.1881,0.2608
Baseline,0.824,0.4235,0.1871,0.2596
Baseline,0.824,0.4222,0.1861,0.2583
Baseline,0.824,0.4232,0.1861,0.2585
Baseline,0.824,0.4242,0.1861,0.2587
Baseline,0.824,0.4252,0.1861,0.2589
Baseline,0.824,0.4238,0.185,0.2576
Baseline,0.824,0.4224,0.184,0.2563
Baseline,0.825,0.4234,0.184,0.2565
Baseline,0.825,0.4221,0.183,0.2553
Baseline,0.825,0.4231,0.183,0.2554
Baseline,0.825,0.4241,0.183,0.2556
Baseline,0.825,0.4251,0.183,0.2558
Baseline,0.825,0.4262,0.183,0.256
Baseline,0.825,0.4248,0.1819,0.2547
Baseline,0.826,0.4234,0.1809,0.2535
Baseline,0.826,0.422,0.1798,0.2522
Baseline,0.826,0.423,0.1798,0.2524
Baseline,0.826,0.4216,0.1788,0.2511
Baseline,0.826,0.4201,0.1778,0.2498
Baseline,0.826,0.4212,0.1778,0.25
Baseline,0.826,0.4198,0.1767,0.2487
Baseline,0.826,0.4183,0.1757,0.2474
Baseline,0.826,0.4194,0.1757,0.2476
Baseline,0.827,0.4179,0.1746,0.2463
Baseline,0.827,0.4165,0.1736,0.245
Baseline,0.827,0.415,0.1726,0.2438
Baseline,0.827,0.4135,0.1715,0.2425
Baseline,0.827,0.4121,0.1705,0.2412
Baseline,0.828,0.4131,0.1705,0.2414
Baseline,0.828,0.4116,0.1694,0.2401
Baseline,0.828,0.4127,0.1694,0.2402
Baseline,0.828,0.4137,0.1694,0.2404
Baseline,0.828,0.4148,0.1694,0.2406
Baseline,0.828,0.4133,0.1684,0.2393
Baseline,0.828,0.4118,0.1674,0.238
Baseline,0.828,0.4103,0.1663,0.2367
Baseline,0.828,0.4087,0.1653,0.2354
Baseline,0.828,0.4098,0.1653,0.2356
Baseline,0.828,0.4109,0.1653,0.2357
Baseline,0.828,0.4119,0.1653,0.2359
Baseline,0.829,0.413,0.1653,0.2361
Baseline,0.829,0.4141,0.1653,0.2363
Baseline,0.829,0.4151,0.1653,0.2364
Baseline,0.829,0.4136,0.1642,0.2351
Baseline,0.829,0.4121,0.1632,0.2338
Baseline,0.829,0.4132,0.1632,0.234
Baseline,0.829,0.4116,0.1622,0.2327
Baseline,0.829,0.4101,0.1611,0.2313
Baseline,0.829,0.4111,0.1611,0.2315
Baseline,0.829,0.4096,0.1601,0.2302
Baseline,0.83,0.4107,0.1601,0.2304
Baseline,0.83,0.4118,0.1601,0.2305
Baseline,0.83,0.4129,0.1601,0.2307
Baseline,0.83,0.414,0.1601,0.2309
Baseline,0.83,0.4151,0.1601,0.2311
Baseline,0.83,0.4162,0.1601,0.2312
Baseline,0.83,0.4146,0.159,0.2299
Baseline,0.831,0.4158,0.159,0.2301
Baseline,0.831,0.4142,0.158,0.2287
Baseline,0.831,0.4153,0.158,0.2289
Baseline,0.831,0.4137,0.157,0.2276
Baseline,0.831,0.4121,0.1559,0.2262
Baseline,0.831,0.4132,0.1559,0.2264
Baseline,0.831,0.4116,0.1549,0.2251
Baseline,0.831,0.41,0.1538,0.2237
Baseline,0.831,0.4111,0.1538,0.2239
Baseline,0.832,0.4095,0.1528,0.2226
Baseline,0.832,0.4078,0.1518,0.2212
Baseline,0.832,0.409,0.1518,0.2214
Baseline,0.832,0.4101,0.1518,0.2215
Baseline,0.832,0.4085,0.1507,0.2202
Baseline,0.832,0.4068,0.1497,0.2188
Baseline,0.832,0.4079,0.1497,0.219
Baseline,0.833,0.4062,0.1486,0.2177
Baseline,0.833,0.4046,0.1476,0.2163
Baseline,0.833,0.4029,0.1466,0.2149
Baseline,0.833,0.404,0.1466,0.2151
Baseline,0.833,0.4023,0.1455,0.2137
Baseline,0.833,0.4035,0.1455,0.2139
Baseline,0.833,0.4017,0.1445,0.2125
Baseline,0.833,0.4,0.1435,0.2112
Baseline,0.834,0.3983,0.1424,0.2098
Baseline,0.834,0.3965,0.1414,0.2084
Baseline,0.834,0.3977,0.1414,0.2086
Baseline,0.834,0.3959,0.1403,0.2072
Baseline,0.834,0.3971,0.1403,0.2074
Baseline,0.834,0.3953,0.1393,0.206
Baseline,0.834,0.3964,0.1393,0.2062
Baseline,0.834,0.3976,0.1393,0.2063
Baseline,0.834,0.3958,0.1383,0.2049
Baseline,0.835,0.397,0.1383,0.2051
Baseline,0.835,0.3952,0.1372,0.2037
Baseline,0.835,0.3934,0.1362,0.2023
Baseline,0.835,0.3946,0.1362,0.2025
Baseline,0.835,0.3958,0.1362,0.2026
Baseline,0.835,0.3939,0.1351,0.2012
Baseline,0.835,0.3951,0.1351,0.2014
Baseline,0.835,0.3933,0.1341,0.2
Baseline,0.835,0.3914,0.1331,0.1986
Baseline,0.835,0.3926,0.1331,0.1988
Baseline,0.835,0.3938,0.1331,0.1989
Baseline,0.836,0.392,0.132,0.1975
Baseline,0.836,0.3932,0.132,0.1977
Baseline,0.836,0.3913,0.131,0.1963
Baseline,0.836,0.3894,0.1299,0.1949
Baseline,0.837,0.3906,0.1299,0.195
Baseline,0.837,0.3887,0.1289,0.1936
Baseline,0.837,0.3868,0.1279,0.1922
Baseline,0.837,0.388,0.1279,0.1923
Baseline,0.837,0.3892,0.1279,0.1925
Baseline,0.837,0.3905,0.1279,0.1926
Baseline,0.837,0.3885,0.1268,0.1912
Baseline,0.837,0.3866,0.1258,0.1898
Baseline,0.838,0.3878,0.1258,0.19
Baseline,0.838,0.3859,0.1247,0.1885
Baseline,0.838,0.3871,0.1247,0.1887
Baseline,0.838,0.3883,0.1247,0.1888
Baseline,0.838,0.3864,0.1237,0.1874
Baseline,0.838,0.3844,0.1227,0.186
Baseline,0.839,0.3856,0.1227,0.1861
Baseline,0.839,0.3836,0.1216,0.1847
Baseline,0.839,0.3816,0.1206,0.1833
Baseline,0.839,0.3795,0.1195,0.1818
Baseline,0.839,0.3775,0.1185,0.1804
Baseline,0.839,0.3754,0.1175,0.1789
Baseline,0.84,0.3767,0.1175,0.1791
Baseline,0.84,0.3779,0.1175,0.1792
Baseline,0.841,0.3758,0.1164,0.1778
Baseline,0.841,0.3771,0.1164,0.1779
Baseline,0.841,0.375,0.1154,0.1765
Baseline,0.841,0.3729,0.1143,0.175
Baseline,0.841,0.3741,0.1143,0.1752
Baseline,0.841,0.3754,0.1143,0.1753
Baseline,0.841,0.3767,0.1143,0.1754
Baseline,0.841,0.378,0.1143,0.1756
Baseline,0.842,0.3759,0.1133,0.1741
Baseline,0.842,0.3737,0.1123,0.1727
Baseline,0.842,0.375,0.1123,0.1728
Baseline,0.842,0.3763,0.1123,0.1729
Baseline,0.842,0.3776,0.1123,0.1731
Baseline,0.842,0.3789,0.1123,0.1732
Baseline,0.842,0.3803,0.1123,0.1734
Baseline,0.843,0.3816,0.1123,0.1735
Baseline,0.843,0.383,0.1123,0.1736
Baseline,0.843,0.3843,0.1123,0.1738
Baseline,0.843,0.3821,0.1112,0.1723
Baseline,0.843,0.3799,0.1102,0.1708
Baseline,0.843,0.3777,0.1091,0.1694
Baseline,0.843,0.3791,0.1091,0.1695
Baseline,0.844,0.3768,0.1081,0.168
Baseline,0.844,0.3782,0.1081,0.1681
Baseline,0.844,0.3796,0.1081,0.1683
Baseline,0.844,0.3773,0.1071,0.1668
Baseline,0.844,0.375,0.106,0.1653
Baseline,0.845,0.3727,0.105,0.1638
Baseline,0.845,0.3704,0.104,0.1623
Baseline,0.845,0.3717,0.104,0.1625
Baseline,0.845,0.3731,0.104,0.1626
Baseline,0.845,0.3745,0.104,0.1627
Baseline,0.845,0.3759,0.104,0.1629
Baseline,0.845,0.3736,0.1029,0.1614
Baseline,0.845,0.375,0.1029,0.1615
Baseline,0.845,0.3764,0.1029,0.1616
Baseline,0.846,0.3779,0.1029,0.1618
Baseline,0.846,0.3755,0.1019,0.1603
Baseline,0.846,0.3731,0.1008,0.1588
Baseline,0.846,0.3745,0.1008,0.1589
Baseline,0.846,0.376,0.1008,0.159
Baseline,0.846,0.3735,0.0998,0.1575
Baseline,0.846,0.3711,0.0988,0.156
Baseline,0.846,0.3686,0.0977,0.1545
Baseline,0.846,0.3661,0.0967,0.153
Baseline,0.847,0.3676,0.0967,0.1531
Baseline,0.847,0.3651,0.0956,0.1516
Baseline,0.847,0.3665,0.0956,0.1517
Baseline,0.847,0.368,0.0956,0.1518
Baseline,0.847,0.3655,0.0946,0.1503
Baseline,0.847,0.3629,0.0936,0.1488
Baseline,0.847,0.3603,0.0925,0.1472
Baseline,0.847,0.3577,0.0915,0.1457
Baseline,0.847,0.3592,0.0915,0.1458
Baseline,0.847,0.3607,0.0915,0.1459
Baseline,0.847,0.3621,0.0915,0.1461
Baseline,0.847,0.3636,0.0915,0.1462
Baseline,0.848,0.361,0.0904,0.1446
Baseline,0.848,0.3583,0.0894,0.1431
Baseline,0.848,0.3598,0.0894,0.1432
Baseline,0.848,0.3571,0.0884,0.1417
Baseline,0.848,0.3544,0.0873,0.1401
Baseline,0.849,0.3517,0.0863,0.1386
Baseline,0.849,0.3489,0.0852,0.137
Baseline,0.849,0.3504,0.0852,0.1371
Baseline,0.849,0.3519,0.0852,0.1372
Baseline,0.849,0.3534,0.0852,0.1374
Baseline,0.85,0.355,0.0852,0.1375
Baseline,0.85,0.3565,0.0852,0.1376
Baseline,0.85,0.3581,0.0852,0.1377
Baseline,0.85,0.3553,0.0842,0.1361
Baseline,0.85,0.3568,0.0842,0.1362
Baseline,0.85,0.354,0.0832,0.1347
Baseline,0.851,0.3556,0.0832,0.1348
Baseline,0.851,0.3527,0.0821,0.1332
Baseline,0.851,0.3543,0.0821,0.1333
Baseline,0.851,0.3559,0.0821,0.1334
Baseline,0.851,0.3529,0.0811,0.1319
Baseline,0.851,0.35,0.08,0.1303
Baseline,0.851,0.3516,0.08,0.1304
Baseline,0.851,0.3532,0.08,0.1305
Baseline,0.852,0.3502,0.079,0.1289
Baseline,0.852,0.3472,0.078,0.1273
Baseline,0.852,0.3488,0.078,0.1274
Baseline,0.852,0.3505,0.078,0.1276
Baseline,0.852,0.3521,0.078,0.1277
Baseline,0.852,0.3491,0.0769,0.1261
Baseline,0.852,0.3507,0.0769,0.1262
Baseline,0.853,0.3476,0.0759,0.1246
Baseline,0.853,0.3445,0.0748,0.123
Baseline,0.853,0.3413,0.0738,0.1214
Baseline,0.853,0.3382,0.0728,0.1198
Baseline,0.854,0.3398,0.0728,0.1199
Baseline,0.854,0.3415,0.0728,0.12
Baseline,0.854,0.3431,0.0728,0.1201
Baseline,0.854,0.3448,0.0728,0.1202
Baseline,0.854,0.3465,0.0728,0.1203
Baseline,0.854,0.3433,0.0717,0.1187
Baseline,0.854,0.345,0.0717,0.1188
Baseline,0.855,0.3417,0.0707,0.1171
Baseline,0.855,0.3434,0.0707,0.1172
Baseline,0.855,0.3452,0.0707,0.1173
Baseline,0.855,0.3469,0.0707,0.1174
Baseline,0.855,0.3436,0.0696,0.1158
Baseline,0.855,0.3454,0.0696,0.1159
Baseline,0.856,0.3472,0.0696,0.116
Baseline,0.856,0.349,0.0696,0.1161
Baseline,0.856,0.3455,0.0686,0.1145
Baseline,0.856,0.3421,0.0676,0.1128
Baseline,0.856,0.3386,0.0665,0.1112
Baseline,0.856,0.3351,0.0655,0.1096
Baseline,0.856,0.3316,0.0644,0.1079
Baseline,0.856,0.328,0.0634,0.1063
Baseline,0.856,0.3243,0.0624,0.1046
Baseline,0.857,0.3207,0.0613,0.103
Baseline,0.857,0.3224,0.0613,0.1031
Baseline,0.857,0.3187,0.0603,0.1014
Baseline,0.857,0.3204,0.0603,0.1015
Baseline,0.857,0.3222,0.0603,0.1016
Baseline,0.857,0.3184,0.0593,0.0999
Baseline,0.858,0.3146,0.0582,0.0982
Baseline,0.858,0.3107,0.0572,0.0966
Baseline,0.858,0.3125,0.0572,0.0967
Baseline,0.858,0.3143,0.0572,0.0967
Baseline,0.858,0.3103,0.0561,0.0951
Baseline,0.858,0.3121,0.0561,0.0952
Baseline,0.858,0.314,0.0561,0.0952
Baseline,0.858,0.3158,0.0561,0.0953
Baseline,0.859,0.3176,0.0561,0.0954
Baseline,0.859,0.3136,0.0551,0.0937
Baseline,0.859,0.3095,0.0541,0.092
Baseline,0.859,0.3114,0.0541,0.0921
Baseline,0.859,0.3072,0.053,0.0904
Baseline,0.859,0.3091,0.053,0.0905
Baseline,0.859,0.311,0.053,0.0906
Baseline,0.859,0.3067,0.052,0.0889
Baseline,0.859,0.3025,0.0509,0.0872
Baseline,0.859,0.3043,0.0509,0.0873
Baseline,0.86,0.3063,0.0509,0.0873
Baseline,0.86,0.3019,0.0499,0.0856
Baseline,0.86,0.3038,0.0499,0.0857
Baseline,0.861,0.3057,0.0499,0.0858
Baseline,0.861,0.3077,0.0499,0.0859
Baseline,0.861,0.3097,0.0499,0.0859
Baseline,0.861,0.3117,0.0499,0.086
Baseline,0.861,0.3137,0.0499,0.0861
Baseline,0.861,0.3158,0.0499,0.0862
Baseline,0.861,0.3179,0.0499,0.0863
Baseline,0.861,0.32,0.0499,0.0863
Baseline,0.862,0.3154,0.0489,0.0846
Baseline,0.862,0.3108,0.0478,0.0829
Baseline,0.862,0.3129,0.0478,0.083
Baseline,0.862,0.3151,0.0478,0.083
Baseline,0.862,0.3103,0.0468,0.0813
Baseline,0.863,0.3125,0.0468,0.0814
Baseline,0.863,0.3147,0.0468,0.0814
Baseline,0.863,0.3169,0.0468,0.0815
Baseline,0.863,0.3191,0.0468,0.0816
Baseline,0.863,0.3214,0.0468,0.0817
Baseline,0.863,0.3237,0.0468,0.0817
Baseline,0.863,0.3261,0.0468,0.0818
Baseline,0.863,0.3285,0.0468,0.0819
Baseline,0.863,0.3309,0.0468,0.082
Baseline,0.864,0.3333,0.0468,0.082
Baseline,0.864,0.3358,0.0468,0.0821
Baseline,0.864,0.3383,0.0468,0.0822
Baseline,0.864,0.3409,0.0468,0.0823
Baseline,0.865,0.3435,0.0468,0.0823
Baseline,0.865,0.3462,0.0468,0.0824
Baseline,0.865,0.3411,0.0457,0.0807
Baseline,0.865,0.3359,0.0447,0.0789
Baseline,0.866,0.3307,0.0437,0.0771
Baseline,0.866,0.3333,0.0437,0.0772
Baseline,0.866,0.328,0.0426,0.0754
Baseline,0.866,0.3306,0.0426,0.0755
Baseline,0.866,0.3333,0.0426,0.0756
Baseline,0.867,0.3361,0.0426,0.0756
Baseline,0.867,0.3388,0.0426,0.0757
Baseline,0.867,0.3333,0.0416,0.0739
Baseline,0.867,0.3277,0.0405,0.0722
Baseline,0.868,0.322,0.0395,0.0704
Baseline,0.868,0.3248,0.0395,0.0704
Baseline,0.868,0.319,0.0385,0.0686
Baseline,0.868,0.3217,0.0385,0.0687
Baseline,0.868,0.3246,0.0385,0.0688
Baseline,0.868,0.3186,0.0374,0.067
Baseline,0.868,0.3214,0.0374,0.067
Baseline,0.868,0.3243,0.0374,0.0671
Baseline,0.869,0.3273,0.0374,0.0672
Baseline,0.869,0.3303,0.0374,0.0672
Baseline,0.869,0.3333,0.0374,0.0673
Baseline,0.869,0.3271,0.0364,0.0655
Baseline,0.869,0.3302,0.0364,0.0655
Baseline,0.869,0.3238,0.0353,0.0637
Baseline,0.87,0.3269,0.0353,0.0638
Baseline,0.871,0.3301,0.0353,0.0638
Baseline,0.871,0.3333,0.0353,0.0639
Baseline,0.871,0.3366,0.0353,0.064
Baseline,0.872,0.33,0.0343,0.0621
Baseline,0.872,0.3333,0.0343,0.0622
Baseline,0.872,0.3265,0.0333,0.0604
Baseline,0.872,0.3299,0.0333,0.0604
Baseline,0.873,0.3333,0.0333,0.0605
Baseline,0.874,0.3263,0.0322,0.0587
Baseline,0.874,0.3298,0.0322,0.0587
Baseline,0.874,0.3226,0.0312,0.0569
Baseline,0.874,0.3261,0.0312,0.0569
Baseline,0.875,0.3187,0.0301,0.0551
Baseline,0.875,0.3111,0.0291,0.0532
Baseline,0.875,0.3146,0.0291,0.0533
Baseline,0.876,0.3068,0.0281,0.0514
Baseline,0.876,0.3103,0.0281,0.0515
Baseline,0.877,0.314,0.0281,0.0515
Baseline,0.877,0.3176,0.0281,0.0516
Baseline,0.877,0.3214,0.0281,0.0516
Baseline,0.877,0.3253,0.0281,0.0517
Baseline,0.877,0.3171,0.027,0.0498
Baseline,0.878,0.321,0.027,0.0499
Baseline,0.878,0.325,0.027,0.0499
Baseline,0.878,0.3291,0.027,0.05
Baseline,0.878,0.3205,0.026,0.0481
Baseline,0.878,0.3117,0.0249,0.0462
Baseline,0.878,0.3158,0.0249,0.0462
Baseline,0.879,0.32,0.0249,0.0463
Baseline,0.879,0.3108,0.0239,0.0444
Baseline,0.879,0.3151,0.0239,0.0444
Baseline,0.879,0.3194,0.0239,0.0445
Baseline,0.88,0.3239,0.0239,0.0445
Baseline,0.88,0.3286,0.0239,0.0446
Baseline,0.88,0.3188,0.0229,0.0427
Baseline,0.88,0.3235,0.0229,0.0427
Baseline,0.88,0.3284,0.0229,0.0428
Baseline,0.88,0.3182,0.0218,0.0409
Baseline,0.881,0.3077,0.0208,0.0389
Baseline,0.881,0.2969,0.0198,0.037
Baseline,0.881,0.3016,0.0198,0.0371
Baseline,0.881,0.3065,0.0198,0.0371
Baseline,0.881,0.2951,0.0187,0.0352
Baseline,0.881,0.3,0.0187,0.0352
Baseline,0.882,0.2881,0.0177,0.0333
Baseline,0.882,0.2931,0.0177,0.0333
Baseline,0.882,0.2807,0.0166,0.0314
Baseline,0.883,0.2679,0.0156,0.0295
Baseline,0.883,0.2727,0.0156,0.0295
Baseline,0.883,0.2778,0.0156,0.0295
Baseline,0.883,0.2642,0.0146,0.0276
Baseline,0.884,0.2692,0.0146,0.0276
Baseline,0.884,0.2745,0.0146,0.0276
Baseline,0.885,0.28,0.0146,0.0277
Baseline,0.885,0.2857,0.0146,0.0277
Baseline,0.885,0.2917,0.0146,0.0277
Baseline,0.885,0.2979,0.0146,0.0278
Baseline,0.885,0.2826,0.0135,0.0258
Baseline,0.885,0.2889,0.0135,0.0258
Baseline,0.886,0.2955,0.0135,0.0258
Baseline,0.887,0.2791,0.0125,0.0239
Baseline,0.888,0.2857,0.0125,0.0239
Baseline,0.888,0.2927,0.0125,0.0239
Baseline,0.889,0.3,0.0125,0.024
Baseline,0.889,0.3077,0.0125,0.024
Baseline,0.889,0.3158,0.0125,0.024
Baseline,0.89,0.3243,0.0125,0.024
Baseline,0.89,0.3333,0.0125,0.024
Baseline,0.891,0.3143,0.0114,0.0221
Baseline,0.892,0.3235,0.0114,0.0221
Baseline,0.892,0.303,0.0104,0.0201
Baseline,0.892,0.2812,0.0094,0.0181
Baseline,0.893,0.2903,0.0094,0.0181
Baseline,0.893,0.2667,0.0083,0.0161
Baseline,0.894,0.2759,0.0083,0.0161
Baseline,0.894,0.25,0.0073,0.0141
Baseline,0.895,0.2593,0.0073,0.0142
Baseline,0.896,0.2308,0.0062,0.0121
Baseline,0.896,0.2,0.0052,0.0101
Baseline,0.896,0.2083,0.0052,0.0101
Baseline,0.897,0.2174,0.0052,0.0102
Baseline,0.898,0.2273,0.0052,0.0102
Baseline,0.901,0.1905,0.0042,0.0081
Baseline,0.903,0.2,0.0042,0.0081
Baseline,0.903,0.2105,0.0042,0.0082
Baseline,0.904,0.2222,0.0042,0.0082
Baseline,0.906,0.2353,0.0042,0.0082
Baseline,0.906,0.25,0.0042,0.0082
Baseline,0.907,0.2667,0.0042,0.0082
Baseline,0.908,0.2857,0.0042,0.0082
Baseline,0.91,0.3077,0.0042,0.0082
Baseline,0.911,0.3333,0.0042,0.0082
Baseline,0.913,0.3636,0.0042,0.0082
Baseline,0.915,0.4,0.0042,0.0082
Baseline,0.918,0.4444,0.0042,0.0082
Baseline,0.919,0.375,0.0031,0.0062
Baseline,0.925,0.4286,0.0031,0.0062
Baseline,0.926,0.5,0.0031,0.0062
Baseline,0.931,0.4,0.0021,0.0041
Baseline,0.932,0.5,0.0021,0.0041
Baseline,0.947,0.6667,0.0021,0.0041
Baseline,0.95,1.0,0.0021,0.0041
Baseline,1.0,1.0,0.001,0.0021
